Preferred Term,RO PT,Role,Relationship PT,RO Relationship PT
EQUAL OPPORTUNITY,OPORTUNITATE EGALĂ,RT        ,SEX DISCRIMINATION,DISCRIMINARE PE CRITERII DE GEN
EQUAL OPPORTUNITY,OPORTUNITATE EGALĂ,RT        ,SOCIAL MOBILITY,MOBILITATE SOCIALĂ
EQUAL OPPORTUNITY,OPORTUNITATE EGALĂ,RT        ,WOMEN'S RIGHTS,DREPTURILE FEMEILOR
EQUAL PAY,SALARIU EGAL,BT        ,WAGES,SALARII
EQUAL PAY,SALARIU EGAL,RT        ,SEX DISCRIMINATION,DISCRIMINARE PE CRITERII DE GEN
EQUAL PAY,SALARIU EGAL,RT        ,WOMEN'S EMPLOYMENT,ANGAJAREA FEMEILOR
EQUAL PAY,SALARIU EGAL,RT        ,WOMEN'S RIGHTS,DREPTURILE FEMEILOR
EQUAL PAY,SALARIU EGAL,RT        ,WORKING WOMEN,FEMEI LUCRĂTOARE
EQUAL RIGHTS OF MEN AND WOMEN,DREPTURI EGALE PENTRU BĂRBAȚI ȘI FEMEI,BT        ,RIGHT TO NON-DISCRIMINATION,DREPTUL LA NEDISCRIMINARE
EQUAL RIGHTS OF MEN AND WOMEN,DREPTURI EGALE PENTRU BĂRBAȚI ȘI FEMEI,NT        ,WOMEN'S RIGHTS,DREPTURILE FEMEILOR
EQUAL RIGHTS OF MEN AND WOMEN,DREPTURI EGALE PENTRU BĂRBAȚI ȘI FEMEI,RT        ,EQUAL OPPORTUNITY,OPORTUNITATE EGALĂ
EQUAL RIGHTS OF MEN AND WOMEN,DREPTURI EGALE PENTRU BĂRBAȚI ȘI FEMEI,RT        ,MEN,BĂRBAȚI
EQUAL RIGHTS OF MEN AND WOMEN,DREPTURI EGALE PENTRU BĂRBAȚI ȘI FEMEI,RT        ,WOMEN,FEMEI
EQUALITY BEFORE THE LAW,EGALITATE ÎN FAȚA LEGII,BT        ,RIGHT TO JUSTICE,DREPTUL LA JUSTIȚIE
EQUALITY BEFORE THE LAW,EGALITATE ÎN FAȚA LEGII,BT        ,RIGHT TO NON-DISCRIMINATION,DREPTUL LA NEDISCRIMINARE
EQUESTRIAN SPORTS,SPORTURI ECVESTRE,BT        ,SPORT,SPORT
EQUESTRIAN SPORTS,SPORTURI ECVESTRE,RT        ,BLOOD SPORTS,SPORTURI SÂNGEROASE
EQUESTRIAN SPORTS,SPORTURI ECVESTRE,RT        ,GAMBLING,JOCURI DE NOROC ȘI PARIURI
EQUESTRIAN SPORTS,SPORTURI ECVESTRE,RT        ,HORSES,CAI
EQUIPMENT,ECHIPAMENT,NT        ,AGRICULTURAL EQUIPMENT,ECHIPAMENT AGRICOL
EQUIPMENT,ECHIPAMENT,NT        ,AUDIO AND VIDEO EQUIPMENT,ECHIPAMENT AUDIO ȘI VIDEO
EQUIPMENT,ECHIPAMENT,NT        ,COMMUNICATIONS EQUIPMENT,ECHIPAMENT DE COMUNICAȚII
EQUIPMENT,ECHIPAMENT,NT        ,ELECTRICAL EQUIPMENT,ECHIPAMENT ELECTRIC
EQUIPMENT,ECHIPAMENT,NT        ,ELECTRONIC EQUIPMENT,ECHIPAMENT ELECTRONIC
EQUIPMENT,ECHIPAMENT,NT        ,MEDICAL EQUIPMENT AND SUPPLIES,ECHIPAMENT MEDICAL ȘI CONSUMABILE
EQUIPMENT,ECHIPAMENT,NT        ,OPTICAL DEVICES,DISPOZITIVE OPTICE
EQUIPMENT,ECHIPAMENT,NT        ,SAFETY EQUIPMENT,ECHIPAMENT DE PROTECȚIE
EQUIPMENT,ECHIPAMENT,NT        ,SPORTS EQUIPMENT,ECHIPAMENT SPORTIV
EQUIPMENT,ECHIPAMENT,NT        ,WATER METERS,CONTOARE DE APĂ
EQUIPMENT,ECHIPAMENT,RT        ,FACILITIES,INFRASTRUCTURĂ
ESCAPE FROM PRISON,EVADARE DIN ÎNCHISOARE,BT        ,INTERFERENCE WITH CRIMINAL PROCEEDINGS,OBSTRUCȚIONAREA ACTIVITĂȚILOR POLIȚIEI
ESCAPE FROM PRISON,EVADARE DIN ÎNCHISOARE,RT        ,PRISON DISCHARGE,ELIBERARE DIN ÎNCHISOARE
ESOTERIC PRACTICES,PRACTICI EZOTERICE,NT        ,MEDITATION,MEDITAȚIE
ESOTERIC PRACTICES,PRACTICI EZOTERICE,NT        ,MYSTICISM,MISTICISM
ESOTERIC PRACTICES,PRACTICI EZOTERICE,NT        ,OCCULT,OCULT
ESOTERIC PRACTICES,PRACTICI EZOTERICE,NT        ,SECRET SOCIETIES,SOCIETĂȚI SECRETE
ESOTERIC PRACTICES,PRACTICI EZOTERICE,NT        ,YOGA,YOGA
ESOTERIC PRACTICES,PRACTICI EZOTERICE,RT        ,BELIEFS,CREDINȚE
ESOTERIC PRACTICES,PRACTICI EZOTERICE,RT        ,RELIGION,RELIGIE
ESTATE AGENTS,AGENȚI IMOBILIARI,BT        ,WORKERS BY PROFESSION,PROFESII
ESTATE AGENTS,AGENȚI IMOBILIARI,RT        ,HOME BUYING,ACHIZIȚIE DE LOCUINȚĂ
ESTATE AGENTS,AGENȚI IMOBILIARI,RT        ,HOME OWNERSHIP,DREPT DE PROPRIETATE ASUPRA LOCUINȚEI
ESTATE AGENTS,AGENȚI IMOBILIARI,RT        ,HOME SELLING,VÂNZARE DE CASĂ
ESTATE AGENTS,AGENȚI IMOBILIARI,RT        ,OCCUPATIONS,OCUPAȚII
ESTIMATION,ESTIMĂRI,BT        ,EXPECTATION,AȘTEPTĂRI
ESTIMATION,ESTIMĂRI,BT        ,STATISTICAL INFERENCE,INFERENȚĂ STATISTICĂ
ESTIMATION,ESTIMĂRI,RT        ,FORECASTING,PREVIZIUNI
ESTIMATION,ESTIMĂRI,RT        ,MATHEMATICAL MODELS,MODELE MATEMATICE
ESTIMATION,ESTIMĂRI,RT        ,RISK,RISC
ETHICS,ETICĂ,NT        ,ACCOUNTABILITY,A FI RESPONSABIL
ETHICS,ETICĂ,NT        ,DISCIPLINE,DISCIPLINĂ
ETHICS,ETICĂ,NT        ,ETHICS OF SCIENCE,ETICĂ ȘTIINȚIFICĂ
ETHICS,ETICĂ,NT        ,MORAL BEHAVIOUR,COMPORTAMENT MORAL
ETHICS,ETICĂ,NT        ,MORAL CONCEPTS,CONCEPTE MORALE
ETHICS,ETICĂ,NT        ,MORAL PROBLEMS,PROBLEME MORALE
ETHICS,ETICĂ,NT        ,MORAL VALUES,VALORI MORALE
ETHICS,ETICĂ,NT        ,OBLIGATIONS,OBLIGAȚII
ETHICS,ETICĂ,NT        ,POLITICAL ETHICS,ETICĂ POLITICĂ
ETHICS,ETICĂ,NT        ,PROFESSIONAL ETHICS,ETICĂ PROFESIONALĂ
ETHICS,ETICĂ,NT        ,RESPONSIBILITY,RESPONSABILITĂȚI
ETHICS,ETICĂ,NT        ,TRUST,ÎNCREDERE
ETHICS,ETICĂ,NT        ,VIRTUES AND VICES,VIRTUȚI ȘI VICII
ETHICS,ETICĂ,NT        ,WORK ETHIC,ETICA MUNCII
ETHICS,ETICĂ,RT        ,ETHICS EDUCATION,EDUCAȚIE ÎN ETICĂ
ETHICS,ETICĂ,RT        ,PHILOSOPHY,FILOSOFIE
ETHICS,ETICĂ,RT        ,RELIGION,RELIGIE
ETHICS,ETICĂ,RT        ,VALUES,VALORI
ETHICS EDUCATION,EDUCAȚIE ÎN ETICĂ,BT        ,HUMANITIES EDUCATION,EDUCAȚIE ÎN ȘTIINȚE UMANE
ETHICS EDUCATION,EDUCAȚIE ÎN ETICĂ,RT        ,ETHICS,ETICĂ
ETHICS EDUCATION,EDUCAȚIE ÎN ETICĂ,RT        ,MORAL EDUCATION,EDUCAȚIE MORALĂ
ETHICS OF SCIENCE,ETICĂ ȘTIINȚIFICĂ,BT        ,ETHICS,ETICĂ
ETHICS OF SCIENCE,ETICĂ ȘTIINȚIFICĂ,NT        ,MEDICAL ETHICS,ETICĂ MEDICALĂ
ETHICS OF SCIENCE,ETICĂ ȘTIINȚIFICĂ,RT        ,SCIENTIFIC RESEARCH,CERCETARE ȘTIINȚIFICĂ
ETHNIC GROUPS,GRUPURI ETNICE,BT        ,GROUPS,GRUPURI
ETHNIC GROUPS,GRUPURI ETNICE,NT        ,ETHNIC MINORITIES,MINORITĂȚI ETNICE
ETHNIC GROUPS,GRUPURI ETNICE,NT        ,INDIGENOUS POPULATIONS,POPULAȚII INDIGENE
ETHNIC GROUPS,GRUPURI ETNICE,RT        ,ETHNOCENTRISM,ETNOCENTRISM
ETHNIC GROUPS,GRUPURI ETNICE,RT        ,ETHNOGRAPHY,ETNOGRAFIE
ETHNIC GROUPS,GRUPURI ETNICE,RT        ,INTERETHNIC RELATIONS,RELAȚII INTERETNICE
ETHNIC GROUPS,GRUPURI ETNICE,RT        ,RACE RELATIONS,RELAȚII INTERRASIALE
ETHNIC GROUPS,GRUPURI ETNICE,RT        ,TRAVELLING PEOPLE,NOMAZI
ETHNIC MINORITIES,MINORITĂȚI ETNICE,BT        ,ETHNIC GROUPS,GRUPURI ETNICE
ETHNIC MINORITIES,MINORITĂȚI ETNICE,BT        ,MINORITY GROUPS,GRUPURI MINORITARE
ETHNIC MINORITIES,MINORITĂȚI ETNICE,RT        ,FOREIGNERS,STRĂINI
ETHNIC MINORITIES,MINORITĂȚI ETNICE,RT        ,MINORITY LANGUAGES,LIMBI MINORITARE
ETHNIC MINORITIES,MINORITĂȚI ETNICE,RT        ,RACE RELATIONS,RELAȚII INTERRASIALE
ETHNOCENTRISM,ETNOCENTRISM,BT        ,RACIAL DISCRIMINATION,DISCRIMINARE RASIALĂ
ETHNOCENTRISM,ETNOCENTRISM,RT        ,ETHNIC GROUPS,GRUPURI ETNICE
ETHNOCENTRISM,ETNOCENTRISM,RT        ,NATIONALISM,NAȚIONALISM
ETHNOCENTRISM,ETNOCENTRISM,RT        ,RACISM,RASISM
ETHNOGRAPHY,ETNOGRAFIE,BT        ,ANTHROPOLOGY,ANTROPOLOGIE
ETHNOGRAPHY,ETNOGRAFIE,NT        ,FOLK CULTURES,CULTURI POPULARE (TRADIȚIONALE)
ETHNOGRAPHY,ETNOGRAFIE,RT        ,CUSTOMS AND TRADITIONS,OBICEIURI ȘI TRADIȚII
ETHNOGRAPHY,ETNOGRAFIE,RT        ,ETHNIC GROUPS,GRUPURI ETNICE
ETHNOGRAPHY,ETNOGRAFIE,RT        ,SOCIAL SCIENCES,ȘTIINȚE SOCIALE
ETHNOGRAPHY,ETNOGRAFIE,RT        ,TRIBES,TRIBURI
ETHNOLOGY EDUCATION,EDUCAȚIE ÎN ETNOLOGIE,BT        ,SOCIAL AND BEHAVIOURAL SCIENCES EDUCATION,EDUCAȚIE ÎN ȘTIINȚELE SOCIALE ȘI COMPORTAMENTALE
EUROPEAN COMMISSION,COMISIA EUROPEANĂ,BT        ,POLITICAL INSTITUTIONS,INSTITUȚII POLITICE
EUROPEAN COMMISSION,COMISIA EUROPEANĂ,BT        ,REGIONAL ORGANIZATIONS,ORGANIZAȚII REGIONALE
EUROPEAN COMMISSION,COMISIA EUROPEANĂ,RT        ,COUNCIL OF MINISTERS,CONSILIUL MINIȘTRILOR
EUROPEAN COMMISSION,COMISIA EUROPEANĂ,RT        ,EUROPEAN PARLIAMENT,PARLAMENTUL EUROPEAN
EUROPEAN COMMISSION,COMISIA EUROPEANĂ,RT        ,EUROPEAN UNION,UNIUNEA EUROPEANĂ
EUROPEAN COURT OF AUDITORS,CURTEA EUROPEANĂ DE CONTURI,BT        ,EUROPEAN UNION COURTS,CURȚILE UNIUNII EUROPENE
EUROPEAN COURT OF HUMAN RIGHTS,CURTEA EUROPEANĂ A DREPTURILOR OMULUI,BT        ,INTERNATIONAL COURTS,TRIBUNALE INTERNAȚIONALE
EUROPEAN COURT OF JUSTICE,CURTEA EUROPEANĂ DE JUSTIȚIE,BT        ,EUROPEAN UNION COURTS,CURȚILE UNIUNII EUROPENE
EUROPEAN COURT OF JUSTICE,CURTEA EUROPEANĂ DE JUSTIȚIE,RT        ,EUROPEAN UNION,UNIUNEA EUROPEANĂ
EUROPEAN COURT OF JUSTICE,CURTEA EUROPEANĂ DE JUSTIȚIE,RT        ,INTERNATIONAL LAW,DREPT INTERNAȚIONAL
EUROPEAN ECONOMIC AND MONETARY UNION,UNIUNEA ECONOMICĂ ȘI MONETARĂ (UNIUNEA EUROPEANĂ),BT        ,ECONOMIC INTEGRATION,INTEGRARE ECONOMICĂ
EUROPEAN ECONOMIC AND MONETARY UNION,UNIUNEA ECONOMICĂ ȘI MONETARĂ (UNIUNEA EUROPEANĂ),BT        ,EUROPEAN UNION,UNIUNEA EUROPEANĂ
EUROPEAN ECONOMIC AND MONETARY UNION,UNIUNEA ECONOMICĂ ȘI MONETARĂ (UNIUNEA EUROPEANĂ),RT        ,EUROPEAN MONETARY SYSTEM,SISTEMUL MONETAR EUROPEAN
EUROPEAN ECONOMIC COMMUNITY,COMUNITATEA ECONOMICA EUROPEANA,BT        ,ECONOMIC INTEGRATION,INTEGRARE ECONOMICĂ
EUROPEAN ECONOMIC COMMUNITY,COMUNITATEA ECONOMICA EUROPEANA,BT        ,REGIONAL ORGANIZATIONS,ORGANIZAȚII REGIONALE
EUROPEAN ECONOMIC COMMUNITY,COMUNITATEA ECONOMICA EUROPEANA,RT        ,EUROPEAN UNION,UNIUNEA EUROPEANĂ
EUROPEAN EXCHANGE RATE MECHANISM,MECANISMUL EUROPEAN AL CURSULUI DE SCHIMB,BT        ,EUROPEAN MONETARY SYSTEM,SISTEMUL MONETAR EUROPEAN
EUROPEAN EXCHANGE RATE MECHANISM,MECANISMUL EUROPEAN AL CURSULUI DE SCHIMB,RT        ,EUROPEAN INTEGRATION,INTEGRARE EUROPEANĂ
EUROPEAN GOVERNMENT,GUVERN EUROPEAN,BT        ,GOVERNMENT,GUVERN
EUROPEAN GOVERNMENT,GUVERN EUROPEAN,RT        ,EUROPEAN INTEGRATION,INTEGRARE EUROPEANĂ
EUROPEAN GOVERNMENT,GUVERN EUROPEAN,RT        ,EUROPEAN PARLIAMENT,PARLAMENTUL EUROPEAN
EUROPEAN GOVERNMENT,GUVERN EUROPEAN,RT        ,EUROPEAN PARLIAMENT ELECTIONS,ALEGERILE PENTRU PARLAMENTUL EUROPEAN
EUROPEAN GOVERNMENT,GUVERN EUROPEAN,RT        ,EUROPEAN UNION,UNIUNEA EUROPEANĂ
EUROPEAN HISTORY,ISTORIE EUROPEANĂ,BT        ,HISTORY,ISTORIE
EUROPEAN HISTORY,ISTORIE EUROPEANĂ,NT        ,BRITISH HISTORY,ISTORIA MARII BRITANII
EUROPEAN INTEGRATION,INTEGRARE EUROPEANĂ,BT        ,POLITICAL UNIFICATION,UNIFICARE POLITICĂ
EUROPEAN INTEGRATION,INTEGRARE EUROPEANĂ,RT        ,EUROPEAN EXCHANGE RATE MECHANISM,MECANISMUL EUROPEAN AL CURSULUI DE SCHIMB
EUROPEAN INTEGRATION,INTEGRARE EUROPEANĂ,RT        ,EUROPEAN GOVERNMENT,GUVERN EUROPEAN
EUROPEAN INTEGRATION,INTEGRARE EUROPEANĂ,RT        ,EUROPEAN MONETARY SYSTEM,SISTEMUL MONETAR EUROPEAN
EUROPEAN INTEGRATION,INTEGRARE EUROPEANĂ,RT        ,EUROPEAN PARLIAMENT,PARLAMENTUL EUROPEAN
EUROPEAN INTEGRATION,INTEGRARE EUROPEANĂ,RT        ,EUROPEAN UNION,UNIUNEA EUROPEANĂ
EUROPEAN INTEGRATION,INTEGRARE EUROPEANĂ,RT        ,SINGLE EUROPEAN CURRENCY,MONEDĂ UNICĂ EUROPEANĂ
EUROPEAN MONETARY SYSTEM,SISTEMUL MONETAR EUROPEAN,BT        ,INTERNATIONAL MONETARY SYSTEM,SISTEMUL MONETAR INTERNAȚIONAL
EUROPEAN MONETARY SYSTEM,SISTEMUL MONETAR EUROPEAN,NT        ,EUROPEAN EXCHANGE RATE MECHANISM,MECANISMUL EUROPEAN AL CURSULUI DE SCHIMB
EUROPEAN MONETARY SYSTEM,SISTEMUL MONETAR EUROPEAN,NT        ,SINGLE EUROPEAN CURRENCY,MONEDĂ UNICĂ EUROPEANĂ
EUROPEAN MONETARY SYSTEM,SISTEMUL MONETAR EUROPEAN,RT        ,EUROPEAN ECONOMIC AND MONETARY UNION,UNIUNEA ECONOMICĂ ȘI MONETARĂ (UNIUNEA EUROPEANĂ)
EUROPEAN MONETARY SYSTEM,SISTEMUL MONETAR EUROPEAN,RT        ,EUROPEAN INTEGRATION,INTEGRARE EUROPEANĂ
EUROPEAN PARLIAMENT,PARLAMENTUL EUROPEAN,BT        ,LEGISLATURE,LEGISLATURĂ
EUROPEAN PARLIAMENT,PARLAMENTUL EUROPEAN,BT        ,REGIONAL ORGANIZATIONS,ORGANIZAȚII REGIONALE
EUROPEAN PARLIAMENT,PARLAMENTUL EUROPEAN,RT        ,COUNCIL OF MINISTERS,CONSILIUL MINIȘTRILOR
EUROPEAN PARLIAMENT,PARLAMENTUL EUROPEAN,RT        ,EUROPEAN COMMISSION,COMISIA EUROPEANĂ
EUROPEAN PARLIAMENT,PARLAMENTUL EUROPEAN,RT        ,EUROPEAN GOVERNMENT,GUVERN EUROPEAN
EUROPEAN PARLIAMENT,PARLAMENTUL EUROPEAN,RT        ,EUROPEAN INTEGRATION,INTEGRARE EUROPEANĂ
EUROPEAN PARLIAMENT,PARLAMENTUL EUROPEAN,RT        ,EUROPEAN PARLIAMENT ELECTIONS,ALEGERILE PENTRU PARLAMENTUL EUROPEAN
EUROPEAN PARLIAMENT,PARLAMENTUL EUROPEAN,RT        ,EUROPEAN UNION,UNIUNEA EUROPEANĂ
EUROPEAN PARLIAMENT ELECTIONS,ALEGERILE PENTRU PARLAMENTUL EUROPEAN,BT        ,ELECTIONS,ALEGERI
EUROPEAN PARLIAMENT ELECTIONS,ALEGERILE PENTRU PARLAMENTUL EUROPEAN,RT        ,EUROPEAN GOVERNMENT,GUVERN EUROPEAN
EUROPEAN PARLIAMENT ELECTIONS,ALEGERILE PENTRU PARLAMENTUL EUROPEAN,RT        ,EUROPEAN PARLIAMENT,PARLAMENTUL EUROPEAN
EUROPEAN PARLIAMENT ELECTIONS,ALEGERILE PENTRU PARLAMENTUL EUROPEAN,RT        ,EUROPEAN UNION,UNIUNEA EUROPEANĂ
EUROPEAN UNION,UNIUNEA EUROPEANĂ,BT        ,REGIONAL ORGANIZATIONS,ORGANIZAȚII REGIONALE
EUROPEAN UNION,UNIUNEA EUROPEANĂ,NT        ,EUROPEAN ECONOMIC AND MONETARY UNION,UNIUNEA ECONOMICĂ ȘI MONETARĂ (UNIUNEA EUROPEANĂ)
EUROPEAN UNION,UNIUNEA EUROPEANĂ,RT        ,COUNCIL OF MINISTERS,CONSILIUL MINIȘTRILOR
EUROPEAN UNION,UNIUNEA EUROPEANĂ,RT        ,EUROPEAN COMMISSION,COMISIA EUROPEANĂ
EUROPEAN UNION,UNIUNEA EUROPEANĂ,RT        ,EUROPEAN COURT OF JUSTICE,CURTEA EUROPEANĂ DE JUSTIȚIE
EUROPEAN UNION,UNIUNEA EUROPEANĂ,RT        ,EUROPEAN ECONOMIC COMMUNITY,COMUNITATEA ECONOMICA EUROPEANA
EUROPEAN UNION,UNIUNEA EUROPEANĂ,RT        ,EUROPEAN GOVERNMENT,GUVERN EUROPEAN
EUROPEAN UNION,UNIUNEA EUROPEANĂ,RT        ,EUROPEAN INTEGRATION,INTEGRARE EUROPEANĂ
EUROPEAN UNION,UNIUNEA EUROPEANĂ,RT        ,EUROPEAN PARLIAMENT,PARLAMENTUL EUROPEAN
EUROPEAN UNION,UNIUNEA EUROPEANĂ,RT        ,EUROPEAN PARLIAMENT ELECTIONS,ALEGERILE PENTRU PARLAMENTUL EUROPEAN
EUROPEAN UNION,UNIUNEA EUROPEANĂ,RT        ,POLITICAL UNIFICATION,UNIFICARE POLITICĂ
EUROPEAN UNION COURTS,CURȚILE UNIUNII EUROPENE,BT        ,INTERNATIONAL COURTS,TRIBUNALE INTERNAȚIONALE
EUROPEAN UNION COURTS,CURȚILE UNIUNII EUROPENE,NT        ,EUROPEAN COURT OF AUDITORS,CURTEA EUROPEANĂ DE CONTURI
EUROPEAN UNION COURTS,CURȚILE UNIUNII EUROPENE,NT        ,EUROPEAN COURT OF JUSTICE,CURTEA EUROPEANĂ DE JUSTIȚIE
EUTHANASIA,EUTANASIE,BT        ,DEATH,MOARTE
EUTHANASIA,EUTANASIE,BT        ,RIGHT TO DIE,DREPTUL LA MOARTE
EVACUEES,EVACUAȚI,BT        ,DISADVANTAGED GROUPS,GRUPURI DEZAVANTAJATE
EVACUEES,EVACUAȚI,BT        ,MIGRANTS,MIGRANȚI
EVACUEES,EVACUAȚI,RT        ,HOMELESSNESS,LIPSĂ DE ADĂPOST
EVACUEES,EVACUAȚI,RT        ,POPULATION MIGRATION,MIGRAȚIA POPULAȚIEI
EVACUEES,EVACUAȚI,RT        ,REFUGEES,REFUGIAȚI
EVACUEES,EVACUAȚI,RT        ,WAR VICTIMS,VICTIME DE RĂZBOI
EVALUATION,EVALUARE,NT        ,ABILITY EVALUATION,EVALUAREA COMPETENȚEI
EVALUATION,EVALUARE,NT        ,EDUCATIONAL ASSESSMENT,EVALUARE EDUCAȚIONALĂ
EVALUATION,EVALUARE,NT        ,EDUCATIONAL MEASUREMENTS,MĂSURĂRI EDUCAȚIONALE
EVALUATION,EVALUARE,NT        ,EVALUATION OF EDUCATION,EVALUAREA EDUCAȚIEI
EVALUATION,EVALUARE,NT        ,JOB EVALUATION,EVALUAREA SARCINILOR DE LUCRU
EVALUATION,EVALUARE,NT        ,POLICY MONITORING,MONITORIZAREA DE POLITICI
EVALUATION,EVALUARE,NT        ,TESTS,TESTE
EVALUATION,EVALUARE,NT        ,WORK STUDY,STUDIUL MUNCII
EVALUATION,EVALUARE,RT        ,ANALYSIS,ANALIZE
EVALUATION,EVALUARE,RT        ,DECISION MAKING,DECIZIE
EVALUATION,EVALUARE,RT        ,PERFORMANCE,PERFORMANȚĂ
EVALUATION,EVALUARE,RT        ,PERFORMANCE INDICATORS,INDICATORI AI PERFORMANȚEI
EVALUATION OF EDUCATION,EVALUAREA EDUCAȚIEI,BT        ,EVALUATION,EVALUARE
EVALUATION OF EDUCATION,EVALUAREA EDUCAȚIEI,NT        ,CURRICULUM EVALUATION,EVALUAREA PLANULUI DE ÎNVĂȚĂMÂNT
EVALUATION OF EDUCATION,EVALUAREA EDUCAȚIEI,RT        ,EDUCATIONAL RESEARCH,CERCETARE ÎN EDUCAȚIE
EVERYDAY LIFE,VIAȚĂ COTIDIANĂ,BT        ,CULTURAL LIFE,VIAȚĂ CULTURALĂ
EVERYDAY LIFE,VIAȚĂ COTIDIANĂ,BT        ,SOCIAL BEHAVIOUR,COMPORTAMENT SOCIAL
EVERYDAY LIFE,VIAȚĂ COTIDIANĂ,RT        ,LIFE STYLES,STILURI DE VIAȚĂ
EVERYDAY LIFE,VIAȚĂ COTIDIANĂ,RT        ,QUALITY OF LIFE,CALITATEA VIEȚII
EVIDENCE,DOVEZI,BT        ,LEGAL PROCEDURE,PROCEDURĂ JURIDICĂ
EVIDENCE,DOVEZI,NT        ,WITNESSES,MARTORI
EVIDENCE,DOVEZI,RT        ,EVIDENCE GATHERING,STRÂNGERI DE PROBE
EVIDENCE GATHERING,STRÂNGERI DE PROBE,BT        ,CRIMINAL INVESTIGATION,INVESTIGAȚIE CRIMINALĂ
EVIDENCE GATHERING,STRÂNGERI DE PROBE,NT        ,INTERCEPTION OF COMMUNICATION,INTERCEPTAREA COMUNICAȚIILOR
EVIDENCE GATHERING,STRÂNGERI DE PROBE,RT        ,EVIDENCE,DOVEZI
EVIDENCE GATHERING,STRÂNGERI DE PROBE,RT        ,WITNESSES,MARTORI
EVOLUTION,EVOLUȚIE,BT        ,BIOLOGY,BIOLOGIE
EVOLUTION,EVOLUȚIE,RT        ,GENETICS,GENETICĂ
EVOLUTION,EVOLUȚIE,RT        ,NATURAL SELECTION,SELECȚIE NATURALĂ
EXAMINATIONS,EXAMINĂRI,RT        ,EDUCATIONAL COURSES,CURSURI EDUCAȚIONALE
EXAMINATIONS,EXAMINĂRI,RT        ,EDUCATIONAL MEASUREMENTS,MĂSURĂRI EDUCAȚIONALE
EXAMINATIONS,EXAMINĂRI,RT        ,EDUCATIONAL TESTS,TESTE EDUCAȚIONALE
EXAMINATIONS,EXAMINĂRI,RT        ,QUALIFICATIONS,CALIFICĂRI
EXCHANGE RATES,CURS VALUTAR,BT        ,ECONOMIC INDICATORS,INDICATORI ECONOMICI
EXCHANGE RATES,CURS VALUTAR,BT        ,INTERNATIONAL MONETARY SYSTEM,SISTEMUL MONETAR INTERNAȚIONAL
EXCHANGE RATES,CURS VALUTAR,RT        ,FOREIGN EXCHANGE,SCHIMB VALUTAR
EXERCISE,EXERCIȚII FIZICE,BT        ,PHYSICAL ACTIVITIES,ACTIVITĂȚI FIZICE
EXERCISE,EXERCIȚII FIZICE,NT        ,AEROBIC EXERCISE,EXERCIȚII AEROBICE
EXERCISE,EXERCIȚII FIZICE,NT        ,SPORTS TRAINING,ANTRENAMENT SPORTIV
EXERCISE,EXERCIȚII FIZICE,RT        ,HEALTH,SĂNĂTATE
EXERCISE,EXERCIȚII FIZICE,RT        ,HEALTH CLUBS,CENTRE DE SĂNĂTATE
EXERCISE,EXERCIȚII FIZICE,RT        ,HIKING,DRUMEȚIE PE MUNTE
EXERCISE,EXERCIȚII FIZICE,RT        ,RUNNING,ALERGARE ȘI ATLETISM
EXERCISE,EXERCIȚII FIZICE,RT        ,SPORT,SPORT
EXERCISE,EXERCIȚII FIZICE,RT        ,SWIMMING,ÎNOT
EXERCISE,EXERCIȚII FIZICE,RT        ,WALKING,MERS PE JOS
EXERCISE,EXERCIȚII FIZICE,RT        ,YOGA,YOGA
EXHIBITIONS,EXPOZIȚII,BT        ,CULTURAL EVENTS,EVENIMENTE CULTURALE
EXHIBITIONS,EXPOZIȚII,RT        ,ARTISTIC ACTIVITIES,ACTIVITĂȚI ARTISTICE
EXHIBITIONS,EXPOZIȚII,RT        ,ARTS,ARTE
EXHIBITIONS,EXPOZIȚII,RT        ,MUSEUMS,MUZEE
EXIT POLLS,SONDAJE LA IEȘIREA DE LA URNE,BT        ,SURVEYS,SONDAJE
EXIT POLLS,SONDAJE LA IEȘIREA DE LA URNE,BT        ,VOTING,VOTARE
EXIT POLLS,SONDAJE LA IEȘIREA DE LA URNE,RT        ,ELECTIONS,ALEGERI
EXIT POLLS,SONDAJE LA IEȘIREA DE LA URNE,RT        ,PUBLIC OPINION POLLS,SONDAJE DE OPINIE PUBLICĂ
EXIT POLLS,SONDAJE LA IEȘIREA DE LA URNE,RT        ,VOTING BEHAVIOUR,COMPORTAMENT DE VOT
EXPATRIATES,EXPATRIAȚI,BT        ,MIGRANTS,MIGRANȚI
EXPATRIATES,EXPATRIAȚI,RT        ,IMMIGRANTS,IMIGRANȚI
EXPATRIATES,EXPATRIAȚI,RT        ,IMMIGRATION,IMIGRARE
EXPATRIATES,EXPATRIAȚI,RT        ,LIVING ABROAD,A TRĂI ÎN STRĂINĂTATE
EXPATRIATES,EXPATRIAȚI,RT        ,REPATRIATION,REPATRIERE
EXPECTATION,AȘTEPTĂRI,NT        ,EDUCATIONAL EXPECTATIONS,AȘTEPTĂRI EDUCAȚIONALE
EXPECTATION,AȘTEPTĂRI,NT        ,ESTIMATION,ESTIMĂRI
EXPECTATION,AȘTEPTĂRI,NT        ,FINANCIAL EXPECTATIONS,AȘTEPTĂRI FINANCIARE
EXPECTATION,AȘTEPTĂRI,NT        ,FORECASTING,PREVIZIUNI
EXPECTATION,AȘTEPTĂRI,NT        ,POPULATION PROJECTION,PROIECTARE DEMOGRAFICĂ
